"_id","_labels","accepted_answer_id","answer_count","body_markdown","creation_date","display_name","injected","is_accepted","link","name","score","synthlabel","title","updated","uuid","view_count","_start","_end","_type","deleted","updated"
"137143","User","","","","","zirkelc","","","","","","User","","false","1967693","",,,,,
"137144","Question","","0","Does anybody use Memgraph as a graph database with the Spring Data Neo4j API through the Neo4j java driver?
Would be interested in hearing your experiences. Thanks!

Memgraph advertises as a drop-in replacement for Neo4j. Quickly spinning up memgraph/memgraph-platform in Docker and trying to connect from Spring Data Neo4j fails with lots of Exceptions though.","1699020531","","","","https//stackoverflow.com/q/77417303","","","Question","Memgraph with Spring Data Neo4j","false","77417303","81",,,,,
"137145","User","","","","","user22852956","","","","","","User","","false","22852956","",,,,,
"137146","Question","","1","I am trying to run neo4j with podman  with persisted data on volumes. 

I do not know why but when I try to run the container with `--volume` option it dies. 
Am I doing something wrong? 


```
(venv) [app_runner@eu012vm2093 ~]$ podman ps -a
CONTAINER ID  IMAGE       COMMAND     CREATED     STATUS      PORTS       NAMES
(venv) [app_runner@eu012vm2093 ~]$ podman run -d --name neo4jVol -p 74747474 -p 76877687 --volume /app/podman_storage/volumes/neo4j/data neo4j
a281c68231f0987140e0d8a5b74d1e960056bd1a65df7a2be1426e433de05b10
(venv) [app_runner@eu012vm2093 ~]$ podman ps -a
CONTAINER ID  IMAGE                           COMMAND     CREATED        STATUS                    PORTS                                           NAMES
a281c68231f0  docker.io/library/neo4jlatest  neo4j       3 seconds ago  Exited (1) 4 seconds ago  0.0.0.07474-&gt;7474/tcp, 0.0.0.07687-&gt;7687/tcp  neo4jVol
(venv) [app_runner@eu012vm2093 ~]$ podman run -d --name neo4j -p 74747474 -p 76877687  neo4j
8408fd2f49bcc478b303fa05170dc56a5c48da2e0f59fbdabe8ace7e415bdfb8
(venv) [app_runner@eu012vm2093 ~]$ podman ps -a
CONTAINER ID  IMAGE                           COMMAND     CREATED         STATUS                     PORTS                                           NAMES
a281c68231f0  docker.io/library/neo4jlatest  neo4j       17 seconds ago  Exited (1) 18 seconds ago  0.0.0.07474-&gt;7474/tcp, 0.0.0.07687-&gt;7687/tcp  neo4jVol
8408fd2f49bc  docker.io/library/neo4jlatest  neo4j       3 seconds ago   Up 3 seconds               0.0.0.07474-&gt;7474/tcp, 0.0.0.07687-&gt;7687/tcp  neo4j
(venv) [app_runner@eu012vm2093 ~]$
```


EDIT

I have tried to do as suggested by jonathan but I still get the same error

```
(venv) [app_runner@eu012vm2093 ~]$ cat run_neo4j.sh
podman run -dt --name=neo4jdb01     --env=NEO4J_ACCEPT_LICENSE_AGREEMENT=yes     --env=NEO4J_AUTH=neo4j/password     --userns=keep-id   --publish=74747474 --publish=76877687 \
    --volume=$HOME/data/data/data \
    --volume=$HOME/data/conf/conf \
    --volume=$HOME/data/logs/logs \
    --volume=$HOME/data/plugins/plugins \
    neo4j
(venv) [app_runner@eu012vm2093 ~]$ podman ps -a
CONTAINER ID  IMAGE       COMMAND     CREATED     STATUS      PORTS       NAMES
(venv) [app_runner@eu012vm2093 ~]$ sh run_neo4j.sh
dfe473547f6d7a16912d160e9654b5b0ed08945149fb4aacae7b4c1f2a6cd7fe
(venv) [app_runner@eu012vm2093 ~]$ podman ps -a
CONTAINER ID  IMAGE                           COMMAND     CREATED        STATUS                    PORTS                                           NAMES
dfe473547f6d  docker.io/library/neo4jlatest  neo4j       2 seconds ago  Exited (1) 3 seconds ago  0.0.0.07474-&gt;7474/tcp, 0.0.0.07687-&gt;7687/tcp  neo4jdb01
(venv) [app_runner@eu012vm2093 ~]$
```
","1698930949","","","","https//stackoverflow.com/q/77409903","","","Question","podman neo4j unable to mount volume to persist data","false","77409903","53",,,,,
"137147","User","","","","","Donbeo","","","","","","User","","false","2411173","",,,,,
"137148","Question","","2","I am trying to delete a few duplicate relationships that got created between the same nodes. For example, node A is connected to node B with relationship R two times. Hence I have to delete one relationship. To do that I have written a query like this 
```
MATCH p = ()-[rrelationship]-&gt;()
WITH r.id AS id, collect(r) AS branches WHERE size(branches) &gt; 1
FOREACH (n IN tail(branches) | DELETE n)
```

My question is whether I should use `DETACH DELETE`, or is a simple `DELETE` ok? Or in this case will `DETACH DELETE` and `DELETE` both do the same work?

In addition, please suggest how I can optimize this query!! Since there are millions of records to be deleted.

I have tried using both the `DELETE` clause and the `DETACH DELETE` clause, seems both worked the same. Note I am using Neo4j version 3.5.","1698924475","","","","https//stackoverflow.com/q/77409184","","","Question","Optimization of a cypher query which deletes duplicate relationships","false","77409184","85",,,,,
"137149","Question","77405263","1","I&#39;m working with a Neo4j database with a data model with GAP and SCENARIO nodes. Each GAP node has a &quot;next&quot; property that lists the keys of connected SCENARIO nodes. The SCENARIO nodes have a &quot;parents&quot; property indicating how many parent nodes they have. I want to filter SCENARIO nodes based on a list of selected GAP nodes and the number of parents. 

Here is how GAP nodes are supposed to SCENARIO nodes   

- gap1 keyg1
- gap2 keyg2
- gap3 keyg3

----------

- scenario1 key  s1 
- scenario2 key  s2
- scenario3 key s3

----------

- parents of scenario 1 are gap1, gap2
- parents of scenario 2 are gap1, gap2, gap3
- parents of scenario 3 are gap2

Here is my GAP and SCENARIO nodes model    

     (gap1GAP {name  &#39;g1&#39;,
	            key   &#39;g1&#39;,
	            desc  &#39;&#39;,
	            next  &#39;s1,s2&#39;
	  }),
	//GAP2
	  (gap2GAP {name  &#39;g2&#39;,
                 key   &#39;g2&#39;,
                 desc  &#39;&#39;,
                 next  &#39;s1,s2,s3&#39;
	  }),
	//GAP3
	  (gap3GAP {name  &#39;g3&#39;,
                 key   &#39;g3&#39;,
                 desc  &#39;g3&#39;,
                 next  &#39;s2&#39;
	  }),

	//SCENARIO
	  (scenario1SCENARIO {name    &#39;s1&#39;,
                           key     &#39;s1&#39;,
                           DESC    &#39;&#39;,
                           parents 2
                           }),
	  (scenario2SCENARIO {name    &#39;s2&#39;,
                           key     &#39;s2&#39;,
                           DESC    &#39;&#39;,
                           parents 3
                           }),
	  (scenario3SCENARIO {name    &#39;s3&#39;,
                           key     &#39;s3&#39;,
                           DESC    &#39;&#39;,
                           parents 1}),

If a gap is provided as input in the query and it is a parent of a scenario, but the number of parents of that scenario is more than 1 in the parent node, it should exclude the scenario from the result. If two gaps are provided, and both are parents of a single scenario, other scenario nodes are included. Still, the parent condition only meets for that single node; it should only return that single node. 

I have tried too many combinations but always fail somewhere.
This query somehow worked, but it failed for the following conditions 

 1. When g1,g2 are provided, it should return s1 only. it returns all three scenario
 2. if g1 is provided, it should return empty, but it returns s1,s2
 3. if g2 is provided, it should return only s3 but it returns all s1,s2,s3    


I have been stuck on this for around three days but have been unable to figure out a solution. Please note that, per the scenario, a direct link from GAP to SCENARIO will not solve the problem.

    MATCH (gapGAP)
	WHERE gap.name IN [&#39;g1&#39;, &#39;g2&#39;, &#39;g3&#39;]

	WITH COLLECT(DISTINCT gap) AS selectedGaps

	WHERE size(selectedGaps) &gt; 0  

	MATCH (scenarioSCENARIO)
	WHERE ANY(gap IN selectedGaps WHERE scenario.key IN split(gap.next, &#39;,&#39;))
	RETURN scenario.name AS ScenarioName;
","1698863109","","","","https//stackoverflow.com/q/77404810","","","Question","Cypher Query to Filter SCENARIO Nodes Based on GAP Nodes","false","77404810","44",,,,,
"137150","User","","","","","JAMSHAID","","","","","","User","","false","7497127","",,,,,
"137151","Question","77411430","1","I followed the quickstart-tutorial for the [Neo4J-Kafka-Connector](https//neo4j.com/docs/kafka/quickstart-connect/). The following source instance cypher

```
MATCH (tsTestSource) WHERE ts.timestamp &gt; $lastCheck RETURN ts.name AS name, ts.surname AS surname, ts.timestamp AS timestamp
```

inserts `name, surname, timestamp` rows in a kafka topic, if the `ts.timestamp &gt; $lastCheck` condition is satisfied.

If I am removing the `ts.timestamp as timestamp` from the return-clause, then the `$lastCheck `parameter isn&#39;t updated anymore, so the where condition is always true and the whole graph is queried for every request. Is there a way to update the `$lastCheck` parameter without returning a timestamp? This would be great, especially for aggregations, if a grouping on the timestamp is not wanted.

**EDIT**

To illustrate the problem a bit better, I added the `$lastCheck` parameter to the return clause. So my first query
```
MATCH (tsTestSource) WHERE ts.timestamp &gt; $lastCheck RETURN ts.name AS name, ts.surname AS surname, ts.timestamp AS timestamp, $lastCheck as lastCheck
```
writes the following messages into my topic
[![Topic after first topic][1]][1]


Here, I inserted the example `TestSource` nodes **twice** (after a short delay), to show the updated `$lastCheck` parameter.

&gt; CREATE (TestSource {name &#39;john&#39;, surname &#39;doe&#39;, timestamp datetime().epochMillis});
CREATE (TestSource {name &#39;mary&#39;, surname &#39;doe&#39;, timestamp datetime().epochMillis});
CREATE (TestSource {name &#39;jack&#39;, surname &#39;small&#39;, timestamp datetime().epochMillis});

Now I remove the `ts.timestamp as timestamp` from the return clause.
```
MATCH (tsTestSource) WHERE ts.timestamp &gt; $lastCheck RETURN ts.name AS name, ts.surname AS surname, $lastCheck as lastCheck
```
The nodes in the database were deleted, and I inserted them only **once**. The messages in the topic look like this

[![Topic after second query][2]][2]


  [1] https//i.stack.imgur.com/U58p0.png
  [2] https//i.stack.imgur.com/DYhyw.png

The screenshot only shows the first seven, but these messages are printed infinitely. Sometimes the `$lastCheck` in the topic is also just returned by the second query as `-1`.","1698851225","","","","https//stackoverflow.com/q/77403628","","","Question","Kafka-Neo4J-Connector $lastCheck not updating if no timestamp is returned","false","77403628","67",,,,,
"137152","User","","","","","Max ","","","","","","User","","false","11131384","",,,,,
"137153","Question","77403478","1","I am trying to run the following docker-compose file but it always ends up with an error

    version &#39;3.9&#39;

	services
	  neo4j
	    image neo4j5.8
	    container_name cybersage-neo4j
	    hostname neo4j
	    user 50120 
	    ports
	      - &#39;0.0.0.090017474&#39;
	      - &#39;0.0.0.090027687&#39;
	    volumes
	      - ./neo4j-config/config
	      - ./neo4j-data/datarw
	      - ./neo4j-plugins/pluginsrw
	    environment
	      - NEO4J_server_memory_pagecache_size=1G
	      - NEO4J_AUTH=neo4j/admin12345678
	      - NEO4J_apoc_export_file_enabled=true
	      - NEO4J_apoc_import_file_enabled=true
	      - NEO4J_apoc_import_file_use__neo4j__config=true
	      - NEO4JLABS_PLUGINS=\[\&quot;apoc\&quot;\] \
	      - NEO4J_dbms_security_procedures_unrestricted=apoc.\\\*


My docker-compose version is **docker-compose version 1.25.0, build 0a186604**. Here is how I am trying to run it 
    
sudo docker-compose -f neo4j-uat.yaml up -d

    ERROR Version in &quot;./neo4j-uat.yaml&quot; is unsupported. You might be seeing this error because you&#39;re using the wrong Compose file version. 
    Either specify a supported version (e.g &quot;2.2&quot; or &quot;3.3&quot;) and place your service definitions under the `services` key, or omit the `version` key 
    and place your service definitions at the root of the file to use version 1.
	For more on the Compose file format versions, see https//docs.docker.com/compose/compose-file/

This error appears if I remove the version from my docker-compose file    
    
    ERROR The Compose file &#39;./neo4j-uat.yaml&#39; is invalid because
    Unsupported config option for services &#39;neo4j&#39;
","1698849495","","","","https//stackoverflow.com/q/77403423","","","Question","Version in &quot;neo4j-uat.yaml&quot; is unsupported. you&#39;re using the wrong Compose file version","false","77403423","21",,,,,
"137154","Question","77415493","1","I have neo4j Community edition installed on Windows, currently version 4.2.4 and need to upgrade it. The neo4j documentation suggests 4.2 -&gt; 4.3 -&gt; 4.4 but the only version 4 available to download is now 4.4.26

The upgrade instructions are the same, can I just follow them but jump from 4.2 to 4.4?

https//neo4j.com/docs/upgrade-migration-guide/current/version-4/understanding-upgrades-migration/

","1698837667","","","","https//stackoverflow.com/q/77402233","","","Question","Can I upgrade Neo4j from version 4.2.4 straight to version 4.4.26?","false","77402233","67",,,,,
"137155","User","","","","","user9759943","","","","","","User","","false","9759943","",,,,,
"137156","Question","","1","I am using langchain and neo4j Libs to convert NL to cypher.
Everything is working, I even get the finish chain and it is clearly not empty
``` 
Full Context
[{&#39;d&#39; {&#39;name&#39; &#39;Quinapril&#39;, &#39;ID&#39; &#39;CHEMBL1592&#39;}}]

&gt; Finished chain.
```

But the final results is like this
```
I&#39;m sorry, but I don&#39;t have the information.
```
Any Ideas what is happening? And how can i get full context results instead of the final interpretation.
I am following this blog steps [blog-link][1]
```
llm = ChatOpenAI(temperature=0.0, openai_api_key=openai_api_key)

CYPHER_GENERATION_TEMPLATE = &quot;&quot;&quot;TaskGenerate Cypher statement to query a graph database.
Instructions
Use only the provided relationship types and properties in the schema.
{schema}

The question is
{question}&quot;&quot;&quot;


CYPHER_GENERATION_PROMPT = PromptTemplate(
    input_variables=[&quot;schema&quot;, &quot;question&quot;], template=CYPHER_GENERATION_TEMPLATE
)

chain = GraphCypherQAChain.from_llm(
    llm,
    graph=graph,
    verbose=True,
    cypher_prompt=CYPHER_GENERATION_PROMPT
)

def convert_question_to_cypher(question)
    return (chain.run(question))

#convert_question_to_cypher(&quot;find name of drugs that target gene XYZ&quot;)
```

  [1] https//neo4j.com/developer-blog/langchain-cypher-search-tips-tricks/","1698766944","","","","https//stackoverflow.com/q/77397307","","","Question","Langchain neo4j integration return no result","false","77397307","131",,,,,
"137157","Question","","1","For example In my case there should be path from sub2 to sub6 and sub2 to sub8, sub2 to tgw2 etc.. But I am not getting any of these paths. 

My data

```
CREATE 
(s1Subnet{name&quot;sub1&quot;}),
(s2Subnet{name&quot;sub2&quot;}),
(s3Subnet{name&quot;sub3&quot;}),
(s4Subnet{name&quot;sub4&quot;}),
(n1Network{name&quot;net1&quot;}),
(s1)-[SUB_OF]-&gt; (n1),
(s3)-[SUB_OF]-&gt; (n1),
(s2)-[SUB_OF]-&gt; (n1),
(s4)-[SUB_OF]-&gt; (n1),
(s5Subnet{name&quot;sub5&quot;}),
(s6Subnet{name&quot;sub6&quot;}),
(s7Subnet{name&quot;sub7&quot;}),
(s8Subnet{name&quot;sub8&quot;}),
(n2Network{name&quot;net2&quot;}),
(t1TGW{name&quot;tgw1&quot;}),
(t2TGW{name&quot;tgw2&quot;}),
(s5)-[SUB_OF]-&gt; (n2),
(s6)-[SUB_OF]-&gt; (n2),
(s7)-[SUB_OF]-&gt; (n2),
(s8)-[SUB_OF]-&gt; (n2),
(s5)-[CONNECT_TO]-&gt;(t1),
(s3)-[CONNECT_TO]-&gt;(t1),
(s4)-[CONNECT_TO]-&gt;(t2),
(s8)-[CONNECT_TO]-&gt;(t2);
```
my Projection is
```
MATCH (srcSubnet)-[rSUB_OF | CONNECT_TO]-&gt;(trgNetwork|TGW)
RETURN gds.graph.project(
  &#39;cypherGraph10&#39;,
  src,
  trg,
  {relationshipType type(r)},
  {undirectedRelationshipTypes [type(r)]
})
```
I am not getting all y\my answers after trying this

```
CALL gds.allShortestPaths.stream(&#39;cypherGraph10&#39;) YIELD sourceNodeId, targetNodeId, distance
WHERE gds.util.isFinite(distance) AND sourceNodeId &lt;&gt; targetNodeId
WITH gds.util.asNode(sourceNodeId) AS source, gds.util.asNode(targetNodeId) AS target, distance
WHERE NONE(n IN [source, target] WHERE nNetwork|TGW)
RETURN source.name AS source, target.name AS target, distance
ORDER BY distance DESC, source ASC, target ASC
```","1698763633","","","","https//stackoverflow.com/q/77396899","","","Question","Why is All Pairs Shortest Paths not finding some paths between subnets?","false","77396899","45",,,,,
"137158","User","","","","","Sur","","","","","","User","","false","22816114","",,,,,
"137159","Question","","1","I have a database that I created with the following codes. 


```
LOAD CSV WITH HEADERS FROM &#39;FilmData.csv&#39; AS line
MERGE (nMovie{titleline.Film_Adi_TR,yabanci_isimcoalesce(line.Film_Adi_Yabanci,&quot;Yabancı İsim Yok&quot;),releasedline.Vizyon_Tarihi,numberOfAudienceline.Seyirci_Sayisi,TotalRevenueline.Toplam_Hasilat,IMDbline.IMDb,Screening_Weekline.Gosterim_Hafta,CountryOfManufactureline.Yapimci_Ulke}) 
WITH n, split(line.Yapimci,&quot;,&quot;) as manufacturers, split(line.Yonetmen,&quot;,&quot;) as directors,split(line.Film_Turu,&quot;,&quot;) as genres,split(line.Oyuncular,&quot;,&quot;) as players
UNWIND manufacturers as m
UNWIND directors as d
UNWIND genres as g
UNWIND players as p
MERGE (yYapimci{title m}) 
MERGE (yntmnYonetmen{title d})
MERGE (gnrsFilm_Turu{title g})
MERGE (oOyuncular{title p})
MERGE (n)-[Yapımcı]-&gt;(y)
MERGE (n)-[Y&#246;netmen]-&gt;(yntmn)
MERGE (n)-[FilmT&#252;r&#252;]-&gt;(gnrs)
MERGE (n)-[Oyuncusu]-&gt;(o)
```

I want to list movies directed by the same director, but I&#39;m getting an error. Can you help me?
```
match (nYonetmen)
where n.title=&quot;Stephen King&quot;
match n-[WRITE]-&gt;Movie
return Movie 
```

Neo.ClientError.Statement.SyntaxError
Invalid input &#39;n&#39; expected &quot;(&quot;, &quot;ALL&quot;, &quot;ANY&quot; or &quot;SHORTEST&quot; (line 3, column 7 (offset 54))
&quot;match n-[WRITE]-&gt;Movie&quot;
       ^


I&#39;m new to Neo4j and I couldn&#39;t solve the problem.","1698761820","","","","https//stackoverflow.com/q/77396698","","","Question","Neo4j Invalid input &#39;n&#39; expected &quot;(&quot;, &quot;ALL&quot;, &quot;ANY&quot; or &quot;SHORTEST&quot;)","false","77396698","92",,,,,
"137160","User","","","","","gizem tangalay","","","","","","User","","false","21434477","",,,,,
"137161","Question","77398164","1","I am working with Snomed in Neo4j bloom. 
I used the steps from the tutorial https//medium.com/@john.newberry27/populating-a-snomed-ct-property-graph-with-synthetic-patient-data-a43a3a044649 to create the graph database. However, there is a step in the tutorial to change what property nodes use as caption in neo4j bloom that is represented in the following image
[![enter image description here][1]][1]


However, following the same steps and going into the same location, I find only the option to exclude[![enter image description here][2]][2]

I am using the neo4j 2.10.1 version. Anybody has any ideas about why this is the case?

  [1] https//i.stack.imgur.com/9ZkXL.png
  [2] https//i.stack.imgur.com/OBf5w.png","1698750271","","","","https//stackoverflow.com/q/77395340","","","Question","How to change caption of nodes from nodetype to fully specified name property?","false","77395340","27",,,,,
"137162","User","","","","","Jos&#233; Luis Neves","","","","","","User","","false","18738502","",,,,,
"137163","Question","","2","The following doesn&#39;t finish

    MATCH path = (startA)-[*]-&gt;(endA)
    WHERE start.fen = &#39;abc&#39;
    WITH distinct path as distinct_path
    WHERE length(distinct_path) &gt; 3
    return distinct_path
    LIMIT 10

But when removing the WHERE clause, it returns

    MATCH path = (startA)-[*]-&gt;(endA)
    WHERE start.fen = &#39;abc&#39;
    WITH distinct path as distinct_path
    return distinct_path
    LIMIT 10

What about the WHERE clause makes it not finish?","1698748502","","","","https//stackoverflow.com/q/77395141","","","Question","Why does this neo4j query not finish?","false","77395141","26",,,,,
"137164","User","","","","","user1099123","","","","","","User","","false","1099123","",,,,,
"137165","Question","","0","I&#39;m new to neo4j and cypher.

My main question is How to create a copy of an existing graph and perform operations on it?

I have a huge graph that requires modifications. I do not want to mess up the original graph and would like to know how to create a copy of it to test my algorithms on the copy first, and then apply it to the real graph. Maybe there are other alternatives to &#39;copy&#39;.

I also have a few other supportive questions
1. What is an in-memory graph and its usage? 

   If I have a graph populated with nodes `CREATE (Node {name &#39;Node 1&#39;})` will it be an in-memory graph?
2. What is the usage of `graph.project` from the Graph Data Science library? I assume it is used to create sub-graphs. But then can I use `project` to create a copy of a graph?

I was going through neo4j docs, but could not understand the functionality.","1698741126","","","","https//stackoverflow.com/q/77394339","","","Question","How to create a copy of an existing graph and perform operations on it?","false","77394339","30",,,,,
"137166","User","","","","","malcolm.O","","","","","","User","","false","22825304","",,,,,
"137167","Question","","1","I have a custom CSV with movies data with the following strucuture

    id,title,media_type,original_language,actor
    1002185.0,A Million Miles Away,movie,en,Emma Fassler
    447332.0,A Quiet Place,movie,en,Noah Jupe

and i want to graph in neo4j the actors (names) that share one or more movies (title) between each other, the code where i load the data

    LOAD CSV WITH HEADERS FROM &quot;file///movies_neo_graph/part-00000-c5c5507e-5501-4adb-87fc-38be1d908076-c000.csv&quot; AS row
    CREATE (mMovie)
    SET m = row,
    m.id = toInteger(row.id),
    m.title = toString(row.title),
    m.language = toString(row.original_language);
    
    LOAD CSV WITH HEADERS FROM &quot;file///movies_neo_graph/part-00000-c5c5507e-5501-4adb-87fc-38be1d908076-c000.csv&quot; AS row
    CREATE (aActor)
    SET a = row,
    a.name = toString(row.actor),
    a.movie_id = toInteger(row.id);

Then I setup the relationship between nodes Movie and Actor

    MATCH (aActor),(mMovie)
    WHERE a.movie_id = m.id
    CREATE (a)-[ACTED_IN]-&gt;(m);

This is my first time in Neo4J and i don&#39;t know how to perform the query, i tried with

    MATCH (aActor)-[ACTED_IN]-&gt;(mMovie) 
    RETURN a.name AS actor, COLLECT(DISTINCT m.title) AS movies_acted, COUNT(m.title) AS movies_cnt
    ORDER BY movies_cnt DESC
    LIMIT 50;

And the result is a table but not a graph

![Neo4J query table][1]

  [1] https//i.stack.imgur.com/Sa20k.png

Any ideas? really appreciate the help","1698682380","","","","https//stackoverflow.com/q/77390261","","","Question","How to graph relationships between movies and actors (that they performed in common) in Neo4J movies database?","false","77390261","51",,,,,
"137168","User","","","","","Tadeo","","","","","","User","","false","20324642","",,,,,
"137169","Question","77390382","1","When voting on a node, I would like to register the points related to the vote. However, I would also like to keep track, in separate properties, of the amount of negative and positive points.

Here&#39;s a sketch of what I&#39;m trying to achieve, even though it doesn&#39;t work

```cypher
CREATE   (uUser)
        -[vVOTES_ON{ points $points }]
       -&gt;(iItem)

CASE
  WHEN $points &gt; 0 SET i.points_up = COALESCE(i.points_up, 0) + $points
  ELSE SET i.points_down = COALESCE(i.points_down, 0) + $points

SET i.points = COALESCE(i.points, 0) + $points
       
RETURN u, v, i
```

(I&#39;m using Neo4j&#39;s JavaScript&#39;s driver, that&#39;s the reason for `$points`.)

Is there a way of doing this in Cypher?","1698676214","","","","https//stackoverflow.com/q/77389501","","","Question","How to Conditionally SET in Cypher depending on parameter?","false","77389501","38",,,,,
"137170","Question","","0","I have deployed Neo4j version 5.12.0 on Kubernetes using helm charts in an EC2 server. In neo4j desktop (V 1.5.9) I have created a remote database connection. How to enable all apoc related plugins in the YAML file?

When I run a particular Cypher query I&#39;m facing this error

&gt; Something went wrong Neo4jError Unknown function
&gt; &#39;apoc.map.removeKey&#39; (line 9, column 59 (offset 490)) [0] &quot;     
&gt; attributes CASE WHEN ecuProps IS NULL THEN {} ELSE
&gt; apoc.map.removeKey(properties(ecuProps), &#39;name&#39;) END&quot;","1698648542","","","","https//stackoverflow.com/q/77386634","","","Question","How to enable all apoc related plugins in a remote Neo4j database connection?","false","77386634","31",,,,,
"137171","User","","","","","mona","","","","","","User","","false","22238471","",,,,,
"137172","Question","","1","I am now starting approaching Cypher and I have probably a trivial question; so i provide an example query to make you understand what i mean

    match (p1Person)-[works_on]-&gt;(project1Project), (p2Person)-[works_on]-&gt;(project2Project), (p1)-[interested_in]-&gt;(interestSkill)&lt;-[interested_in]-(p2)
    where id(p1)&gt;id(p2) 
    with p1,p2, interest, count(interest) as conto
    return p1.name, p2.name, count(interest) ,conto,  collect(interest.name) as interessi

results

    ╒════════╤═════════╤═══════════════╤═════╤══════════════════════════╕
    │p1.name │p2.name  │count(interest)│conto│interessi                 │
    ╞════════╪═════════╪═══════════════╪═════╪══════════════════════════╡
    │&quot;Sarah&quot; │&quot;Charlie&quot;│1              │2    │[&quot;DBMS&quot;]                │
    ├────────┼─────────┼───────────────┼─────┼──────────────────────────┤
    │&quot;Sarah&quot; │&quot;Ben&quot;    │2              │2    │[&quot;DBMS&quot;, &quot;TRAVEL&quot;]        │
    ├────────┼─────────┼───────────────┼─────┼──────────────────────────┤
    │&quot;Ben&quot;   │&quot;Charlie&quot;│1              │1    │[&quot;DBMS&quot;]                │
    ├────────┼─────────┼───────────────┼─────┼──────────────────────────┤
    │&quot;Arnold&quot;│&quot;Sarah&quot;  │3              │2    │[&quot;TRAVEL&quot;, &quot;JAVA&quot;, &quot;DBMS&quot;]│
    ├────────┼─────────┼───────────────┼─────┼──────────────────────────┤
    │&quot;Arnold&quot;│&quot;Ben&quot;    │2              │1    │[&quot;TRAVEL&quot;, &quot;DBMS&quot;]        │
    ├────────┼─────────┼───────────────┼─────┼──────────────────────────┤
    │&quot;Arnold&quot;│&quot;Charlie&quot;│1              │1    │[&quot;DBMSs&quot;]                │

The thing I&#39;d like to understand is why the 2 columns `count(interest)` and `conto` differ. Why? what is the latter actually counting?","1698625736","","","","https//stackoverflow.com/q/77385680","","","Question","Cypher queries misuse of the with clause","false","77385680","25",,,,,
"137173","User","","","","","Jenny","","","","","","User","","false","12743491","",,,,,
"137174","Question","","1","I have restarted one of the CORE nodes of the cluster and it is unable to join the cluster.
Seeing the following in logs

&gt; 2023-10-29 131246.904+0000 INFO
&gt; [o.n.c.d.SecureHazelcastCoreTopologyService] Discovering other core
&gt; members in initial members set [10.195.83.2315000] 2023-10-29
&gt; 131247.071+0000 INFO [o.n.c.c.c.l.s.RecoveryProtocol] Skipping from
&gt; index -1 to 1. 2023-10-29 131247.089+0000 INFO
&gt; [o.n.c.c.c.l.s.SegmentedRaftLog] log started with recovered state
&gt; State{prevIndex=0, prevTerm=0, appendIndex=26} 2023-10-29
&gt; 131247.093+0000 INFO [o.n.c.c.c.m.RaftMembershipManager] Membership
&gt; state before recovery
&gt; RaftMembershipState{committed=MembershipEntry{logIndex=26,
&gt; members=[MemberId{f4425d42}, MemberId{eee36e32}, MemberId{456f7b24}]},
&gt; appended=null, ordinal=10} 2023-10-29 131247.093+0000 INFO
&gt; [o.n.c.c.c.m.RaftMembershipManager] Recovering from 26 to 26
&gt; 2023-10-29 131247.096+0000 WARN [o.n.c.c.c.m.RaftMembershipManager]
&gt; Appending member set was ignored. Current state
&gt; RaftMembershipState{committed=MembershipEntry{logIndex=26,
&gt; members=[MemberId{f4425d42}, MemberId{eee36e32}, MemberId{456f7b24}]},
&gt; appended=null, ordinal=10}, Appended set MemberIdSet{
&gt; members=[MemberId{f4425d42}, MemberId{eee36e32}, MemberId{456f7b24}]},
&gt; Log index 26
&gt; 
&gt; 2023-10-29 131247.096+0000 INFO [o.n.c.c.c.m.RaftMembershipManager]
&gt; Membership state after recovery
&gt; RaftMembershipState{committed=MembershipEntry{logIndex=26,
&gt; members=[MemberId{f4425d42}, MemberId{eee36e32}, MemberId{456f7b24}]},
&gt; appended=null, ordinal=10} 2023-10-29 131247.096+0000 INFO
&gt; [o.n.c.c.c.m.RaftMembershipManager] Target membership [] 2023-10-29
&gt; 131247.233+0000 INFO [o.n.c.n.Server] raft-server bound to
&gt; 10.195.83.2317000 2023-10-29 131248.301+0000 INFO [o.n.c.p.h.HandshakeServerInitializer] Installing handshake server
&gt; local /10.195.83.2317000 remote /10.195.83.18752944 2023-10-29
&gt; 131248.525+0000 INFO [o.n.c.p.h.HandshakeServerInitializer]
&gt; Installing handshake server local /10.195.83.2317000 remote
&gt; /10.195.83.18752956 2023-10-29 131248.560+0000 INFO
&gt; [o.n.c.p.h.HandshakeServerInitializer] Installing handshake server
&gt; local /10.195.83.2317000 remote /10.195.83.21944370 2023-10-29
&gt; 132246.907+0000 WARN [o.n.c.d.SecureHazelcastCoreTopologyService]
&gt; The server has not been able to connect in a timely fashion to the
&gt; cluster. Please consult the logs for more details. Rebooting the
&gt; server may solve the problem.

","1698586906","","","","https//stackoverflow.com/q/77383547","","","Question","neo4j ongdb Member is not getting added to cluster after restart","false","77383547","21",,,,,
"137175","User","","","","","Prathibha Nag","","","","","","User","","false","9543759","",,,,,
