,index,G,S,G_opt,R,G',Answers,Q_difficulty,framework,user,dataset,noise,V,truth,modified,tp,fp,fn,precision,recall,f1
10,1,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2083 edges,Graph with 1388 nodes and 2384 edges,"[(164, 'Comment'), (556, 'User'), (558, 'Question'), (558, 'Tag'), (565, 'Comment'), (4, 'Answer'), 'delete', (564, 'Answer'), (564, 'Comment'), (5, 'Tag'), (564, 'Tag'), (564, 'Tag'), (564, 'Tag'), (4, 'Comment'), (4, 'Question'), (813, 'Answer'), (558, 'Tag'), (814, 'Answer'), (813, 'User'), (561, 'User'), (561, 'Question'), (2, 'Answer'), (2, 'Answer'), (562, 'User'), (814, 'Answer'), (558, 'Question'), (558, 'Tag'), (164, 'Question'), (1, 'User'), (558, 'Tag'), 'delete', (6, 'Comment'), (6, 'User'), (6, 'User'), (6, 'Answer'), (572, 'User'), (566, 'Comment'), (6, 'User'), (569, 'Tag'), (6, 'Question'), (7, 'Answer'), (571, 'Comment'), (557, 'Tag'), (557, 'Question'), (557, 'Comment'), (557, 'Answer'), (0, 'Comment'), (557, 'Answer'), (0, 'Answer'), (0, 'User'), (556, 'Tag'), (0, 'Tag'), (0, 'Question'), (2, 'Question'), (2, 'Comment'), (2, 'Tag'), (2, 'Tag'), (2, 'User'), (562, 'User'), (562, 'Answer'), (560, 'Answer'), (556, 'Question'), (458, 'Question'), (556, 'Tag'), (556, 'Answer')]","[(2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11)]",perm,userRandom,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(565, 'Comment'), (562, 'Answer'), (571, 'Comment'), (566, 'Comment'), (1, 'User'), (556, 'Answer'), (2, 'User'), (5, 'Tag'), (561, 'Question'), (572, 'User'), (4, 'Question'), (813, 'User'), (560, 'Answer'), (0, 'Question'), (7, 'Answer'), (558, 'Tag'), (557, 'Answer')}","{(571, 'Comment'), (1, 'User'), (4, 'Question'), (558, 'Tag'), (560, 'Answer'), (0, 'Question'), (562, 'Answer')}","{(565, 'Comment'), (566, 'Comment'), (556, 'Answer'), (5, 'Tag'), (572, 'User'), (813, 'User'), (2, 'User'), (7, 'Answer'), (561, 'Question'), (557, 'Answer')}","{(5, 'User'), (557, 'Tag'), (569, 'Comment'), (559, 'Answer'), (556, 'Tag'), (3, 'User'), (2, 'Question'), (570, 'Comment')}",0.4117647058823529,0.4666666666666667,0.4375
11,2,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2083 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'Tag'), (558, 'User'), 'delete', (556, 'User'), (4, 'Question'), (2, 'Question'), (561, 'Question'), (1, 'User'), 'delete', (571, 'Answer'), (570, 'Comment'), (557, 'User'), (562, 'Answer')]","[(2, 5), (2, 5), (2, 2), (2, 3), (2, 2), (2, 4), (2, 4), (2, 3), (2, 3), (2, 3), (2, 3), (2, 2), (2, 4)]",term,userRandom,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(562, 'Answer'), (1, 'Question'), (558, 'User'), (556, 'User'), (4, 'Question'), (559, 'Answer'), (570, 'Answer'), (571, 'Answer'), (557, 'User'), (561, 'Question'), (2, 'Question')}","{(4, 'Question'), (559, 'Answer'), (562, 'Answer'), (2, 'Question')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (570, 'Answer'), (571, 'Answer'), (557, 'User'), (561, 'Question')}","{(5, 'User'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (570, 'Comment')}",0.36363636363636365,0.26666666666666666,0.3076923076923077
12,3,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2083 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'User'), (558, 'User'), (4, 'Question'), (2, 'Question'), (561, 'Question'), (1, 'Question'), (559, 'Answer'), (571, 'Answer'), (570, 'Answer'), (557, 'User'), (562, 'Answer')]","[(2, 9), (2, 9), (2, 3), (2, 5), (2, 7), (2, 5), (2, 9), (2, 9), (2, 7), (2, 9), (2, 5)]",gree,userGreedy,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(562, 'Answer'), (1, 'Question'), (558, 'User'), (556, 'User'), (4, 'Question'), (559, 'Answer'), (570, 'Answer'), (571, 'Answer'), (557, 'User'), (561, 'Question'), (2, 'Question')}","{(4, 'Question'), (559, 'Answer'), (562, 'Answer'), (2, 'Question')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (570, 'Answer'), (571, 'Answer'), (557, 'User'), (561, 'Question')}","{(5, 'User'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (570, 'Comment')}",0.36363636363636365,0.26666666666666666,0.3076923076923077
13,4,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2083 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'User'), (558, 'User'), (4, 'Question'), (562, 'Question'), (561, 'Question'), (1, 'Question'), (3, 'Question'), (571, 'Answer'), (570, 'Answer'), (557, 'User')]","[(2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11)]",perm,userGreedy,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (4, 'Question'), (570, 'Answer'), (571, 'Answer'), (562, 'Question'), (3, 'Question'), (557, 'User'), (561, 'Question')}","{(4, 'Question')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (570, 'Answer'), (571, 'Answer'), (562, 'Question'), (3, 'Question'), (557, 'User'), (561, 'Question')}","{(5, 'User'), (571, 'Comment'), (1, 'User'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (559, 'Answer'), (558, 'Tag'), (560, 'Answer'), (0, 'Question'), (3, 'User'), (562, 'Answer'), (2, 'Question'), (570, 'Comment')}",0.1,0.06666666666666667,0.08
14,5,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2083 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'User'), (558, 'User'), (4, 'Question'), (2, 'Question'), (561, 'Question'), (1, 'Question'), (559, 'Answer'), (571, 'Answer'), (570, 'Answer'), (557, 'User'), (562, 'Answer')]","[(2, 5), (2, 5), (2, 4), (2, 4), (2, 4), (2, 3), (2, 3), (2, 3), (2, 3), (2, 2), (2, 4)]",term,userGreedy,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(562, 'Answer'), (1, 'Question'), (558, 'User'), (556, 'User'), (4, 'Question'), (559, 'Answer'), (570, 'Answer'), (571, 'Answer'), (557, 'User'), (561, 'Question'), (2, 'Question')}","{(4, 'Question'), (559, 'Answer'), (562, 'Answer'), (2, 'Question')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (570, 'Answer'), (571, 'Answer'), (557, 'User'), (561, 'Question')}","{(5, 'User'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (570, 'Comment')}",0.36363636363636365,0.26666666666666666,0.3076923076923077
15,6,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2083 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'Tag'), (558, 'Tag'), (2, 'Question'), (4, 'Question'), (0, 'Question'), (557, 'Tag'), (569, 'Comment'), (559, 'Answer'), (571, 'Comment'), (570, 'Comment'), (560, 'Answer'), (562, 'Answer')]","[(2, 9), (2, 9), (2, 5), (2, 3), (2, 4), (2, 9), (2, 5), (2, 9), (2, 9), (2, 7), (2, 7), (2, 5)]",gree,userOracle,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(562, 'Answer'), (571, 'Comment'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(571, 'Comment'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (4, 'Question'), (559, 'Answer'), (558, 'Tag'), (560, 'Answer'), (0, 'Question'), (562, 'Answer'), (2, 'Question'), (570, 'Comment')}",set(),"{(5, 'User'), (3, 'User'), (1, 'User')}",1.0,0.8,0.8888888888888888
16,7,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2083 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'Tag'), (558, 'Tag'), (2, 'Question'), (4, 'Question'), (0, 'Question'), (557, 'Tag'), (569, 'Comment'), (559, 'Answer'), (571, 'Comment'), (570, 'Comment'), (560, 'Answer'), (562, 'Answer')]","[(2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11)]",perm,userOracle,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(562, 'Answer'), (571, 'Comment'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(571, 'Comment'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (4, 'Question'), (559, 'Answer'), (558, 'Tag'), (560, 'Answer'), (0, 'Question'), (562, 'Answer'), (2, 'Question'), (570, 'Comment')}",set(),"{(5, 'User'), (3, 'User'), (1, 'User')}",1.0,0.8,0.8888888888888888
17,8,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2083 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'Tag'), (558, 'Tag'), (2, 'Question'), (4, 'Question'), (0, 'Question'), (557, 'Tag'), (569, 'Comment'), (559, 'Answer'), (571, 'Comment'), (570, 'Comment'), (560, 'Answer'), (562, 'Answer')]","[(2, 5), (2, 5), (2, 4), (2, 3), (2, 3), (2, 5), (2, 4), (2, 3), (2, 3), (2, 3), (2, 4), (2, 4)]",term,userOracle,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(562, 'Answer'), (571, 'Comment'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(571, 'Comment'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (4, 'Question'), (559, 'Answer'), (558, 'Tag'), (560, 'Answer'), (0, 'Question'), (562, 'Answer'), (2, 'Question'), (570, 'Comment')}",set(),"{(5, 'User'), (3, 'User'), (1, 'User')}",1.0,0.8,0.8888888888888888
18,0,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2083 edges,Graph with 1388 nodes and 2375 edges,"[(382, 'Comment'), (405, 'Comment'), (397, 'Comment'), (556, 'Tag'), (558, 'User'), 'delete', (556, 'Question'), (556, 'Tag'), (556, 'User'), (565, 'Question'), (2, 'User'), (562, 'Comment'), (556, 'Question'), (556, 'User'), (560, 'Comment'), (558, 'Question'), (558, 'Answer'), 'delete', (4, 'Question'), 'delete', (397, 'User'), (397, 'Comment'), (558, 'User'), (556, 'Comment'), 'delete', (556, 'User'), (556, 'Answer'), (0, 'Question'), (1147, 'User'), (405, 'Question'), 'delete', (557, 'User'), (2, 'Question'), (2, 'Tag'), 'delete', (2, 'Question'), (559, 'Tag'), 'delete', (6, 'Tag'), (6, 'User'), (570, 'Comment'), (6, 'Question'), 'delete', 'delete', 'delete', (556, 'User'), (569, 'Comment'), 'delete']","[(2, 9), (2, 9), (2, 9), (2, 9), (2, 9), (2, 3), (2, 4), (2, 9), (2, 4), (2, 3), (2, 5), (2, 5), (2, 7), (2, 9), (2, 7), (2, 7), (2, 9), (2, 5), (2, 3), (2, 4), (2, 5), (2, 7), (2, 5), (2, 7), (2, 5), (2, 5), (2, 7), (2, 5), (2, 5), (2, 5), (2, 9), (2, 9), (2, 7), (2, 9), (2, 4), (2, 4), (2, 9), (2, 9), (2, 9), (2, 4), (2, 7), (2, 5), (2, 9), (2, 5), (2, 4), (2, 5), (2, 5), (2, 7)]",gree,userRandom,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(560, 'Comment'), (562, 'Comment'), (569, 'Comment'), (382, 'Comment'), (570, 'Comment'), (558, 'User'), (556, 'User'), (4, 'Question'), (565, 'Question'), (1147, 'User'), (0, 'Question'), (397, 'Comment'), (557, 'User'), (2, 'Question'), (559, 'Tag')}","{(569, 'Comment'), (4, 'Question'), (0, 'Question'), (2, 'Question'), (570, 'Comment')}","{(560, 'Comment'), (562, 'Comment'), (382, 'Comment'), (558, 'User'), (556, 'User'), (1147, 'User'), (565, 'Question'), (397, 'Comment'), (557, 'User'), (559, 'Tag')}","{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (559, 'Answer'), (556, 'Tag'), (3, 'User'), (558, 'Tag')}",0.3333333333333333,0.3333333333333333,0.3333333333333333
19,1,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2083 edges,Graph with 1388 nodes and 2371 edges,"[(556, 'Answer'), (241, 'Comment'), (558, 'Question'), (558, 'Comment'), (2, 'User'), (4, 'Comment'), (564, 'Comment'), (5, 'Tag'), 'delete', (564, 'Question'), (564, 'Comment'), (564, 'Question'), (564, 'Answer'), (556, 'Tag'), (4, 'Comment'), (241, 'Answer'), (241, 'Comment'), (4, 'Tag'), (556, 'Answer'), (4, 'User'), (241, 'Answer'), (558, 'Question'), (390, 'Answer'), (414, 'Tag'), (558, 'Comment'), (414, 'Answer'), 'delete', (1140, 'User'), (414, 'Question'), (390, 'Question'), (241, 'User'), (0, 'User'), (562, 'Tag'), (2, 'Tag'), (2, 'Tag'), (2, 'Question'), (560, 'Answer'), (562, 'Tag'), (1140, 'User'), 'delete', (2, 'Question'), 'delete', (4, 'Answer'), (4, 'Question'), (6, 'Question'), (6, 'Comment'), (568, 'Question'), (556, 'Question'), (106, 'Answer'), (556, 'Tag'), (718, 'Answer'), (718, 'Tag'), (106, 'User'), 'delete', (568, 'Answer'), 'delete', (6, 'Question'), (106, 'User'), (106, 'Answer'), 'delete', (106, 'Answer'), (106, 'Comment'), (721, 'Tag'), (106, 'Question'), 'delete', (0, 'Comment'), (0, 'Question'), (557, 'Question'), (373, 'User'), (373, 'Comment'), (373, 'Question'), (0, 'Question'), 'delete', 'delete', (571, 'User'), (563, 'Comment'), (1312, 'Tag'), (563, 'Question'), (7, 'Comment'), (572, 'User'), (721, 'Comment'), (241, 'Answer'), (241, 'User'), (242, 'Question'), (245, 'Question'), (282, 'Comment'), 'delete', (978, 'User'), (979, 'Question'), (245, 'Comment'), (645, 'Tag'), (934, 'Comment'), (556, 'Answer'), (245, 'User'), (245, 'User'), (646, 'User'), (245, 'User'), (645, 'Question'), (645, 'Answer'), 'delete', (282, 'Answer'), (282, 'Tag'), (282, 'User'), (978, 'Question'), (561, 'User'), (561, 'Comment'), (561, 'Answer'), (819, 'Question'), (847, 'User'), (986, 'Comment'), (561, 'User'), 'delete', 'delete', (561, 'User'), (569, 'Tag'), 'delete', (563, 'Answer'), (563, 'Question'), (978, 'Comment')]","[(2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11)]",perm,userRandom,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(242, 'Question'), (986, 'Comment'), (556, 'Answer'), (1140, 'User'), (563, 'Question'), (4, 'Question'), (560, 'Answer'), (572, 'User'), (847, 'User'), (564, 'Answer'), (645, 'Answer'), (558, 'Comment'), (934, 'Comment'), (978, 'Comment'), (5, 'Tag'), (568, 'Answer'), (646, 'User'), (571, 'User'), (241, 'User'), (245, 'User'), (1312, 'Tag'), (7, 'Comment'), (819, 'Question'), (0, 'Question'), (282, 'User'), (979, 'Question'), (2, 'Question')}","{(0, 'Question'), (4, 'Question'), (2, 'Question'), (560, 'Answer')}","{(986, 'Comment'), (558, 'Comment'), (934, 'Comment'), (978, 'Comment'), (556, 'Answer'), (5, 'Tag'), (568, 'Answer'), (1140, 'User'), (563, 'Question'), (646, 'User'), (571, 'User'), (572, 'User'), (241, 'User'), (245, 'User'), (282, 'User'), (1312, 'Tag'), (7, 'Comment'), (819, 'Question'), (847, 'User'), (564, 'Answer'), (242, 'Question'), (979, 'Question'), (645, 'Answer')}","{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (557, 'Tag'), (569, 'Comment'), (559, 'Answer'), (556, 'Tag'), (3, 'User'), (558, 'Tag'), (570, 'Comment')}",0.14814814814814814,0.26666666666666666,0.19047619047619047
20,2,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2083 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'Tag'), (558, 'Tag'), (2, 'Question'), (4, 'Question'), (0, 'User'), (561, 'Question'), 'delete', (559, 'Comment'), (571, 'Comment'), 'delete', (557, 'Comment'), (562, 'Comment')]","[(2, 6), (2, 5), (2, 4), (2, 2), (2, 5), (2, 4), (2, 3), (2, 3), (2, 3), (2, 3), (2, 3), (2, 4)]",term,userRandom,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (4, 'Question'), (570, 'Answer'), (571, 'Answer'), (562, 'Question'), (3, 'Question'), (557, 'User'), (561, 'Question')}","{(4, 'Question')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (570, 'Answer'), (571, 'Answer'), (562, 'Question'), (3, 'Question'), (557, 'User'), (561, 'Question')}","{(5, 'User'), (571, 'Comment'), (1, 'User'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (559, 'Answer'), (558, 'Tag'), (560, 'Answer'), (0, 'Question'), (3, 'User'), (562, 'Answer'), (2, 'Question'), (570, 'Comment')}",0.1,0.06666666666666667,0.08
21,3,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2083 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'User'), (558, 'User'), (4, 'Question'), (562, 'Question'), (561, 'Question'), (1, 'Question'), (3, 'Question'), (571, 'Answer'), (570, 'Answer'), (557, 'User')]","[(2, 9), (2, 9), (2, 3), (2, 4), (2, 5), (2, 5), (2, 5), (2, 9), (2, 7), (2, 9)]",gree,userGreedy,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (4, 'Question'), (570, 'Answer'), (571, 'Answer'), (562, 'Question'), (3, 'Question'), (557, 'User'), (561, 'Question')}","{(4, 'Question')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (570, 'Answer'), (571, 'Answer'), (562, 'Question'), (3, 'Question'), (557, 'User'), (561, 'Question')}","{(5, 'User'), (571, 'Comment'), (1, 'User'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (559, 'Answer'), (558, 'Tag'), (560, 'Answer'), (0, 'Question'), (3, 'User'), (562, 'Answer'), (2, 'Question'), (570, 'Comment')}",0.1,0.06666666666666667,0.08
22,4,Graph with 1388 nodes and 2386 edges,Graph with 5 nodes and 6 edges,Graph with 1388 nodes and 2386 edges,Graph with 1388 nodes and 2083 edges,Graph with 1388 nodes and 2386 edges,"[(556, 'User'), (558, 'User'), (4, 'Question'), (562, 'Question'), (561, 'Question'), (1, 'Question'), (3, 'Question'), (571, 'Answer'), (570, 'Answer'), (557, 'User')]","[(2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11), (2, 11)]",perm,userGreedy,stackoverflow,0,1388,"{(5, 'User'), (562, 'Answer'), (571, 'Comment'), (1, 'User'), (560, 'Answer'), (557, 'Tag'), (569, 'Comment'), (4, 'Question'), (559, 'Answer'), (556, 'Tag'), (0, 'Question'), (3, 'User'), (558, 'Tag'), (2, 'Question'), (570, 'Comment')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (4, 'Question'), (570, 'Answer'), (571, 'Answer'), (562, 'Question'), (3, 'Question'), (557, 'User'), (561, 'Question')}","{(4, 'Question')}","{(1, 'Question'), (558, 'User'), (556, 'User'), (570, 'Answer'), (571, 'Answer'), (562, 'Question'), (3, 'Question'), (557, 'User'), (561, 'Question')}","{(5, 'User'), (571, 'Comment'), (1, 'User'), (557, 'Tag'), (569, 'Comment'), (556, 'Tag'), (559, 'Answer'), (558, 'Tag'), (560, 'Answer'), (0, 'Question'), (3, 'User'), (562, 'Answer'), (2, 'Question'), (570, 'Comment')}",0.1,0.06666666666666667,0.08
