"_id","_labels","MGLT","average_height","average_lifespan","birth_year","cargo_capacity","classification","climate","consumables","cost_in_credits","created","crew","designation","diameter","director","edited","episode_id","eye_color","eye_colors","gender","gravity","hair_color","hair_colors","height","hyperdrive_rating","injected","language","length","manufacturer","mass","max_atmosphering_speed","model","name","opening_crawl","orbital_period","passengers","population","producer","release_date","rotation_period","skin_color","skin_colors","starship_class","surface_water","synthlabel","terrain","title","updated","url","vehicle_class","_start","_end","_type","deleted","updated"
"38319",":Character","","","","unknown","","","","","","2015-04-17T06:55:21.622786Z","","","","","2015-04-17T06:55:21.622835Z","","brown","","male","","brown","","unknown","","","","","","unknown","","","Poe Dameron","","","","","","","","light","","","","Character","","","false","http://swapi.co/api/people/86/","",,,,,
"38320",":Character","","","","unknown","","","","","","2015-04-17T06:57:38.061346Z","","","","","2015-04-17T06:57:38.061453Z","","black","","none","","none","","unknown","","","","","","unknown","","","BB8","","","","","","","","none","","","","Character","","","false","http://swapi.co/api/people/87/","",,,,,
"38321",":Character","","","","unknown","","","","","","2015-10-13T10:35:39.229823Z","","","","","2015-10-13T10:35:39.229894Z","","unknown","","female","","unknown","","unknown","","","","","","unknown","","","Captain Phasma","","","","","","","","unknown","","","","Character","","","false","http://swapi.co/api/people/88/","",,,,,
"38322",":Character","","","","46BBY","","","","","","2014-12-19T17:28:26.926000Z","","","","","2016-04-20T17:06:31.502555Z","","brown","","female","","brown","","165","","","","","","45","","","Padmé Amidala","","","","","","","","light","","","","Character","","","false","http://swapi.co/api/people/35/","",,,,,
"38323",":Planet","","","","","","","temperate","","","2014-12-10T11:35:48.479000Z","","","12500","","2014-12-20T20:58:18.420000Z","","","","","1 standard","","","","","true","","","","","","","Alderaan","","364","","2000000000","","","24","","","","40","Species","grasslands, mountains","","false","http://swapi.co/api/planets/2/","",,,,,
"38324",":Planet","","","","","","","temperate, tropical","","","2014-12-10T11:37:19.144000Z","","","10200","","2014-12-20T20:58:18.421000Z","","","","","1 standard","","","","","true","","","","","","","Yavin IV","","4818","","1000","","","24","","","","8","Film","jungle, rainforests","","false","http://swapi.co/api/planets/3/","",,,,,
"38325",":Planet","","","","","","","frozen","","","2014-12-10T11:39:13.934000Z","","","7200","","2014-12-20T20:58:18.423000Z","","","","","1.1 standard","","","","","","","","","","","","Hoth","","549","","unknown","","","23","","","","100","Planet","tundra, ice caves, mountain ranges","","false","http://swapi.co/api/planets/4/","",,,,,
"38326",":Planet","","","","","","","murky","","","2014-12-10T11:42:22.590000Z","","","8900","","2014-12-20T20:58:18.425000Z","","","","","N/A","","","","","","","","","","","","Dagobah","","341","","unknown","","","23","","","","8","Planet","swamp, jungles","","false","http://swapi.co/api/planets/5/","",,,,,
"38327",":Planet","","","","","","","temperate","","","2014-12-10T11:43:55.240000Z","","","118000","","2014-12-20T20:58:18.427000Z","","","","","1.5 (surface), 1 standard (Cloud City)","","","","","","","","","","","","Bespin","","5110","","6000000","","","12","","","","0","Planet","gas giant","","false","http://swapi.co/api/planets/6/","",,,,,
"38328",":Planet","","","","","","","temperate","","","2014-12-10T11:50:29.349000Z","","","4900","","2014-12-20T20:58:18.429000Z","","","","","0.85 standard","","","","","","","","","","","","Endor","","402","","30000000","","","18","","","","8","Planet","forests, mountains, lakes","","false","http://swapi.co/api/planets/7/","",,,,,
"38329",":Planet","","","","","","","temperate","","","2014-12-10T11:52:31.066000Z","","","12120","","2014-12-20T20:58:18.430000Z","","","","","1 standard","","","","","","","","","","","","Naboo","","312","","4500000000","","","26","","","","12","Planet","grassy hills, swamps, forests, mountains","","false","http://swapi.co/api/planets/8/","",,,,,
"38330",":Planet","","","","","","","temperate","","","2014-12-10T11:54:13.921000Z","","","12240","","2014-12-20T20:58:18.432000Z","","","","","1 standard","","","","","","","","","","","","Coruscant","","368","","1000000000000","","","24","","","","unknown","Planet","cityscape, mountains","","false","http://swapi.co/api/planets/9/","",,,,,
"38331",":Planet","","","","","","","temperate","","","2014-12-10T12:45:06.577000Z","","","19720","","2014-12-20T20:58:18.434000Z","","","","","1 standard","","","","","","","","","","","","Kamino","","463","","1000000000","","","27","","","","100","Planet","ocean","","false","http://swapi.co/api/planets/10/","",,,,,
"38332",":Planet","","","","","","","temperate, arid","","","2014-12-10T12:47:22.350000Z","","","11370","","2014-12-20T20:58:18.437000Z","","","","","0.9 standard","","","","","","","","","","","","Geonosis","","256","","100000000000","","","30","","","","5","Planet","rock, desert, mountain, barren","","false","http://swapi.co/api/planets/11/","",,,,,
"38333",":Planet","","","","","","","temperate, arid, windy","","","2014-12-10T12:49:01.491000Z","","","12900","","2014-12-20T20:58:18.439000Z","","","","","1 standard","","","","","","","","","","","","Utapau","","351","","95000000","","","27","","","","0.9","Planet","scrublands, savanna, canyons, sinkholes","","false","http://swapi.co/api/planets/12/","",,,,,
"38334",":Planet","","","","","","","hot","","","2014-12-10T12:50:16.526000Z","","","4200","","2014-12-20T20:58:18.440000Z","","","","","1 standard","","","","","","","","","","","","Mustafar","","412","","20000","","","36","","","","0","Planet","volcanoes, lava rivers, mountains, caves","","false","http://swapi.co/api/planets/13/","",,,,,
"38335",":Planet","","","","","","","tropical","","","2014-12-10T13:32:00.124000Z","","","12765","","2014-12-20T20:58:18.442000Z","","","","","1 standard","","","","","","","","","","","","Kashyyyk","","381","","45000000","","","26","","","","60","Planet","jungle, forests, lakes, rivers","","false","http://swapi.co/api/planets/14/","",,,,,
"38336",":Planet","","","","","","","artificial temperate ","","","2014-12-10T13:33:46.405000Z","","","0","","2014-12-20T20:58:18.444000Z","","","","","0.56 standard","","","","","","","","","","","","Polis Massa","","590","","1000000","","","24","","","","0","Planet","airless asteroid","","false","http://swapi.co/api/planets/15/","",,,,,
"38337",":Planet","","","","","","","frigid","","","2014-12-10T13:43:39.139000Z","","","10088","","2014-12-20T20:58:18.446000Z","","","","","1 standard","","","","","","","","","","","","Mygeeto","","167","","19000000","","","12","","","","unknown","Planet","glaciers, mountains, ice canyons","","false","http://swapi.co/api/planets/16/","",,,,,
"38338",":Planet","","","","","","","hot, humid","","","2014-12-10T13:44:50.397000Z","","","9100","","2014-12-20T20:58:18.447000Z","","","","","0.75 standard","","","","","","","","","","","","Felucia","","231","","8500000","","","34","","","","unknown","Planet","fungus forests","","false","http://swapi.co/api/planets/17/","",,,,,
"38339",":Planet","","","","","","","temperate, moist","","","2014-12-10T13:46:28.704000Z","","","0","","2014-12-20T20:58:18.449000Z","","","","","1 standard","","","","","","","","","","","","Cato Neimoidia","","278","","10000000","","","25","","","","unknown","Planet","mountains, fields, forests, rock arches","","false","http://swapi.co/api/planets/18/","",,,,,
"38340",":Planet","","","","","","","hot","","","2014-12-10T13:47:46.874000Z","","","14920","","2014-12-20T20:58:18.450000Z","","","","","unknown","","","","","","","","","","","","Saleucami","","392","","1400000000","","","26","","","","unknown","Planet","caves, desert, mountains, volcanoes","","false","http://swapi.co/api/planets/19/","",,,,,
"38341",":Planet","","","","","","","temperate","","","2014-12-10T16:16:26.566000Z","","","0","","2014-12-20T20:58:18.452000Z","","","","","1 standard","","","","","","","","","","","","Stewjon","","unknown","","unknown","","","unknown","","","","unknown","Planet","grass","","false","http://swapi.co/api/planets/20/","",,,,,
"38342",":Planet","","","","","","","polluted","","","2014-12-10T16:26:54.384000Z","","","13490","","2014-12-20T20:58:18.454000Z","","","","","1 standard","","","","","","","","","","","","Eriadu","","360","","22000000000","","","24","","","","unknown","Planet","cityscape","","false","http://swapi.co/api/planets/21/","",,,,,
"38343",":Planet","","","","","","","temperate","","","2014-12-10T16:49:12.453000Z","","","11000","","2014-12-20T20:58:18.456000Z","","","","","1 standard","","","","","","","","","","","","Corellia","","329","","3000000000","","","25","","","","70","Planet","plains, urban, hills, forests","","false","http://swapi.co/api/planets/22/","",,,,,
"38344",":Planet","","","","","","","hot","","","2014-12-10T17:03:28.110000Z","","","7549","","2014-12-20T20:58:18.458000Z","","","","","1 standard","","","","","","","","","","","","Rodia","","305","","1300000000","","","29","","","","60","Planet","jungles, oceans, urban, swamps","","false","http://swapi.co/api/planets/23/","",,,,,
"38345",":Planet","","","","","","","temperate","","","2014-12-10T17:11:29.452000Z","","","12150","","2014-12-20T20:58:18.460000Z","","","","","1 standard","","","","","","","","","","","","Nal Hutta","","413","","7000000000","","","87","","","","unknown","Planet","urban, oceans, swamps, bogs","","false","http://swapi.co/api/planets/24/","",,,,,
"38346",":Planet","","","","","","","temperate","","","2014-12-10T17:23:29.896000Z","","","9830","","2014-12-20T20:58:18.461000Z","","","","","1 standard","","","","","","","","","","","","Dantooine","","378","","1000","","","25","","","","unknown","Planet","oceans, savannas, mountains, grasslands","","false","http://swapi.co/api/planets/25/","",,,,,
"38347",":Planet","","","","","","","temperate","","","2014-12-12T11:16:55.078000Z","","","6400","","2014-12-20T20:58:18.463000Z","","","","","unknown","","","","","","","","","","","","Bestine IV","","680","","62000000","","","26","","","","98","Planet","rocky islands, oceans","","false","http://swapi.co/api/planets/26/","",,,,,
"38348",":Planet","","","","","","","temperate","","","2014-12-15T12:23:41.661000Z","","","14050","","2014-12-20T20:58:18.464000Z","","","","","1 standard","","","","","","","","","","","","Ord Mantell","","334","","4000000000","","","26","","","","10","Planet","plains, seas, mesas","","false","http://swapi.co/api/planets/27/","",,,,,
"38349",":Planet","","","","","","","unknown","","","2014-12-15T12:25:59.569000Z","","","0","","2014-12-20T20:58:18.466000Z","","","","","unknown","","","","","","","","","","","","unknown","","0","","unknown","","","0","","","","unknown","Planet","unknown","","false","http://swapi.co/api/planets/28/","",,,,,
"38350",":Planet","","","","","","","arid","","","2014-12-15T12:53:47.695000Z","","","0","","2014-12-20T20:58:18.468000Z","","","","","0.62 standard","","","","","","","","","","","","Trandosha","","371","","42000000","","","25","","","","unknown","Planet","mountains, seas, grasslands, deserts","","false","http://swapi.co/api/planets/29/","",,,,,
"38351",":Planet","","","","","","","arid","","","2014-12-15T12:56:31.121000Z","","","0","","2014-12-20T20:58:18.469000Z","","","","","1 standard","","","","","","","","","","","","Socorro","","326","","300000000","","","20","","","","unknown","Planet","deserts, mountains","","false","http://swapi.co/api/planets/30/","",,,,,
"38352",":Planet","","","","","","","temperate","","","2014-12-18T11:07:01.792000Z","","","11030","","2014-12-20T20:58:18.471000Z","","","","","1","","","","","","","","","","","","Mon Cala","","398","","27000000000","","","21","","","","100","Planet","oceans, reefs, islands","","false","http://swapi.co/api/planets/31/","",,,,,
"38353",":Planet","","","","","","","temperate","","","2014-12-18T11:11:51.872000Z","","","13500","","2014-12-20T20:58:18.472000Z","","","","","1","","","","","","","","","","","","Chandrila","","368","","1200000000","","","20","","","","40","Planet","plains, forests","","false","http://swapi.co/api/planets/32/","",,,,,
"38354",":Planet","","","","","","","superheated","","","2014-12-18T11:25:40.243000Z","","","12780","","2014-12-20T20:58:18.474000Z","","","","","1","","","","","","","","","","","","Sullust","","263","","18500000000","","","20","","","","5","Planet","mountains, volcanoes, rocky deserts","","false","http://swapi.co/api/planets/33/","",,,,,
"38355",":Planet","","","","","","","temperate","","","2014-12-19T17:47:54.403000Z","","","7900","","2014-12-20T20:58:18.476000Z","","","","","1","","","","","","","","","","","","Toydaria","","184","","11000000","","","21","","","","unknown","Planet","swamps, lakes","","false","http://swapi.co/api/planets/34/","",,,,,
"38356",":Planet","","","","","","","arid, temperate, tropical","","","2014-12-19T17:52:13.106000Z","","","18880","","2014-12-20T20:58:18.478000Z","","","","","1.56","","","","","","","","","","","","Malastare","","201","","2000000000","","","26","","","","unknown","Planet","swamps, deserts, jungles, mountains","","false","http://swapi.co/api/planets/35/","",,,,,
"38357",":Planet","","","","","","","temperate","","","2014-12-19T18:00:40.142000Z","","","10480","","2014-12-20T20:58:18.480000Z","","","","","0.9","","","","","","","","","","","","Dathomir","","491","","5200","","","24","","","","unknown","Planet","forests, deserts, savannas","","false","http://swapi.co/api/planets/36/","",,,,,
"38358",":Planet","","","","","","","temperate, arid, subartic","","","2014-12-20T09:46:25.740000Z","","","10600","","2014-12-20T20:58:18.481000Z","","","","","1","","","","","","","","","","","","Ryloth","","305","","1500000000","","","30","","","","5","Planet","mountains, valleys, deserts, tundra","","false","http://swapi.co/api/planets/37/","",,,,,
"38359",":Planet","","","","","","","unknown","","","2014-12-20T09:52:23.452000Z","","","unknown","","2014-12-20T20:58:18.483000Z","","","","","unknown","","","","","","","","","","","","Aleen Minor","","unknown","","unknown","","","unknown","","","","unknown","Planet","unknown","","false","http://swapi.co/api/planets/38/","",,,,,
"38360",":Planet","","","","","","","temperate, artic","","","2014-12-20T09:56:58.874000Z","","","14900","","2014-12-20T20:58:18.485000Z","","","","","1","","","","","","","","","","","","Vulpter","","391","","421000000","","","22","","","","unknown","Planet","urban, barren","","false","http://swapi.co/api/planets/39/","",,,,,
"38361",":Planet","","","","","","","unknown","","","2014-12-20T10:01:37.395000Z","","","unknown","","2014-12-20T20:58:18.487000Z","","","","","unknown","","","","","","","","","","","","Troiken","","unknown","","unknown","","","unknown","","","","unknown","Planet","desert, tundra, rainforests, mountains","","false","http://swapi.co/api/planets/40/","",,,,,
"38362",":Planet","","","","","","","unknown","","","2014-12-20T10:07:29.578000Z","","","12190","","2014-12-20T20:58:18.489000Z","","","","","unknown","","","","","","","","","","","","Tund","","1770","","0","","","48","","","","unknown","Planet","barren, ash","","false","http://swapi.co/api/planets/41/","",,,,,
"38363",":Planet","","","","","","","temperate","","","2014-12-20T10:12:28.980000Z","","","10120","","2014-12-20T20:58:18.491000Z","","","","","0.98","","","","","","","","","","","","Haruun Kal","","383","","705300","","","25","","","","unknown","Planet","toxic cloudsea, plateaus, volcanoes","","false","http://swapi.co/api/planets/42/","",,,,,
"38364",":Planet","","","","","","","temperate","","","2014-12-20T10:14:48.178000Z","","","unknown","","2014-12-20T20:58:18.493000Z","","","","","1","","","","","","","","","","","","Cerea","","386","","450000000","","","27","","","","20","Planet","verdant","","false","http://swapi.co/api/planets/43/","",,,,,
"38365",":Planet","","","","","","","tropical, temperate","","","2014-12-20T10:18:26.110000Z","","","15600","","2014-12-20T20:58:18.495000Z","","","","","1","","","","","","","","","","","","Glee Anselm","","206","","500000000","","","33","","","","80","Planet","lakes, islands, swamps, seas","","false","http://swapi.co/api/planets/44/","",,,,,
"38366",":Planet","","","","","","","unknown","","","2014-12-20T10:26:05.788000Z","","","unknown","","2014-12-20T20:58:18.497000Z","","","","","unknown","","","","","","","","","","","","Iridonia","","413","","unknown","","","29","","","","unknown","Planet","rocky canyons, acid pools","","false","http://swapi.co/api/planets/45/","",,,,,
"38367",":Planet","","","","","","","unknown","","","2014-12-20T10:28:31.117000Z","","","unknown","","2014-12-20T20:58:18.498000Z","","","","","unknown","","","","","","","","","","","","Tholoth","","unknown","","unknown","","","unknown","","","","unknown","Planet","unknown","","false","http://swapi.co/api/planets/46/","",,,,,
"38368",":Planet","","","","","","","arid, rocky, windy","","","2014-12-20T10:31:32.413000Z","","","unknown","","2014-12-20T20:58:18.500000Z","","","","","1","","","","","","","","","","","","Iktotch","","481","","unknown","","","22","","","","unknown","Planet","rocky","","false","http://swapi.co/api/planets/47/","",,,,,
"38369",":Planet","","","","","","","unknown","","","2014-12-20T10:34:08.249000Z","","","unknown","","2014-12-20T20:58:18.502000Z","","","","","unknown","","","","","","","","","","","","Quermia","","unknown","","unknown","","","unknown","","","","unknown","Planet","unknown","","false","http://swapi.co/api/planets/48/","",,,,,
"38370",":Planet","","","","","","","temperate","","","2014-12-20T10:48:36.141000Z","","","13400","","2014-12-20T20:58:18.504000Z","","","","","1","","","","","","","","","","","","Dorin","","409","","unknown","","","22","","","","unknown","Planet","unknown","","false","http://swapi.co/api/planets/49/","",,,,,
"38371",":Planet","","","","","","","temperate","","","2014-12-20T10:52:51.524000Z","","","unknown","","2014-12-20T20:58:18.506000Z","","","","","1","","","","","","","","","","","","Champala","","318","","3500000000","","","27","","","","unknown","Planet","oceans, rainforests, plateaus","","false","http://swapi.co/api/planets/50/","",,,,,
"38372",":Planet","","","","","","","unknown","","","2014-12-20T16:44:46.318000Z","","","unknown","","2014-12-20T20:58:18.508000Z","","","","","unknown","","","","","","","","","","","","Mirial","","unknown","","unknown","","","unknown","","","","unknown","Planet","deserts","","false","http://swapi.co/api/planets/51/","",,,,,
"38373",":Planet","","","","","","","unknown","","","2014-12-20T16:52:13.357000Z","","","unknown","","2014-12-20T20:58:18.510000Z","","","","","unknown","","","","","","","","","","","","Serenno","","unknown","","unknown","","","unknown","","","","unknown","Planet","rainforests, rivers, mountains","","false","http://swapi.co/api/planets/52/","",,,,,
"38374",":Planet","","","","","","","unknown","","","2014-12-20T16:54:39.909000Z","","","unknown","","2014-12-20T20:58:18.512000Z","","","","","unknown","","","","","","","","","","","","Concord Dawn","","unknown","","unknown","","","unknown","","","","unknown","Planet","jungles, forests, deserts","","false","http://swapi.co/api/planets/53/","",,,,,
"38375",":Planet","","","","","","","unknown","","","2014-12-20T16:56:37.250000Z","","","unknown","","2014-12-20T20:58:18.514000Z","","","","","unknown","","","","","","","","","","","","Zolan","","unknown","","unknown","","","unknown","","","","unknown","Planet","unknown","","false","http://swapi.co/api/planets/54/","",,,,,
"38376",":Planet","","","","","","","frigid","","","2014-12-20T17:27:41.286000Z","","","unknown","","2014-12-20T20:58:18.516000Z","","","","","unknown","","","","","","","","","","","","Ojom","","unknown","","500000000","","","unknown","","","","100","Planet","oceans, glaciers","","false","http://swapi.co/api/planets/55/","",,,,,
"38377",":Planet","","","","","","","temperate","","","2014-12-20T17:50:47.864000Z","","","unknown","","2014-12-20T20:58:18.517000Z","","","","","1","","","","","","","","","","","","Skako","","384","","500000000000","","","27","","","","unknown","Planet","urban, vines","","false","http://swapi.co/api/planets/56/","",,,,,
"38378",":Planet","","","","","","","temperate","","","2014-12-20T17:57:47.420000Z","","","13800","","2014-12-20T20:58:18.519000Z","","","","","1","","","","","","","","","","","","Muunilinst","","412","","5000000000","","","28","","","","25","Planet","plains, forests, hills, mountains","","false","http://swapi.co/api/planets/57/","",,,,,
"38379",":Planet","","","","","","","temperate","","","2014-12-20T18:43:14.049000Z","","","unknown","","2014-12-20T20:58:18.521000Z","","","","","1","","","","","","","","","","","","Shili","","unknown","","unknown","","","unknown","","","","unknown","Planet","cities, savannahs, seas, plains","","false","http://swapi.co/api/planets/58/","",,,,,
"38380",":Planet","","","","","","","arid, temperate, tropical","","","2014-12-20T19:43:51.278000Z","","","13850","","2014-12-20T20:58:18.523000Z","","","","","1","","","","","","","","","","","","Kalee","","378","","4000000000","","","23","","","","unknown","Planet","rainforests, cliffs, canyons, seas","","false","http://swapi.co/api/planets/59/","",,,,,
"38381",":Planet","","","","","","","unknown","","","2014-12-20T20:18:36.256000Z","","","unknown","","2014-12-20T20:58:18.525000Z","","","","","unknown","","","","","","","","","","","","Umbara","","unknown","","unknown","","","unknown","","","","unknown","Planet","unknown","","false","http://swapi.co/api/planets/60/","",,,,,
"38382",":Planet","","","","","","","arid","","","2014-12-09T13:50:49.641000Z","","","10465","","2014-12-21T20:48:04.175778Z","","","","","1 standard","","","","","","","","","","","","Tatooine","","304","","200000","","","23","","","","1","Planet","desert","","false","http://swapi.co/api/planets/1/","",,,,,
"38383",":Planet","","","","","","","unknown","","","2015-04-17T06:55:57.556495Z","","","unknown","","2015-04-17T06:55:57.556551Z","","","","","unknown","","","","","","","","","","","","Jakku","","unknown","","unknown","","","unknown","","","","unknown","Planet","deserts","","false","http://swapi.co/api/planets/61/","",,,,,
"38384",":Species","","300","1000","","","gastropod","","","","2014-12-10T17:12:50.410000Z","","sentient","","","2014-12-20T21:36:42.146000Z","","","yellow, red","","","","n/a","","","true","Huttese","","","","","","Hutt","","","","","","","","","green, brown, tan","","","Vehicle","","","false","http://swapi.co/api/species/5/","",,,,,
"38385",":Species","","66","900","","","mammal","","","","2014-12-15T12:27:22.877000Z","","sentient","","","2014-12-20T21:36:42.148000Z","","","brown, green, yellow","","","","brown, white","","","true","Galactic basic","","","","","","Yoda's species","","","","","","","","","green, yellow","","","Starship","","","false","http://swapi.co/api/species/6/","",,,,,
"38386",":Species","","200","unknown","","","reptile","","","","2014-12-15T13:07:47.704000Z","","sentient","","","2014-12-20T21:36:42.151000Z","","","yellow, orange","","","","none","","","","Dosh","","","","","","Trandoshan","","","","","","","","","brown, green","","","Species","","","false","http://swapi.co/api/species/7/","",,,,,
"38387",":Species","","160","unknown","","","amphibian","","","","2014-12-18T11:09:52.263000Z","","sentient","","","2014-12-20T21:36:42.153000Z","","","yellow","","","","none","","","","Mon Calamarian","","","","","","Mon Calamari","","","","","","","","","red, blue, brown, magenta","","","Species","","","false","http://swapi.co/api/species/8/","",,,,,
"38388",":Species","","100","unknown","","","mammal","","","","2014-12-18T11:22:00.285000Z","","sentient","","","2014-12-20T21:36:42.155000Z","","","orange, brown","","","","white, brown, black","","","","Ewokese","","","","","","Ewok","","","","","","","","","brown","","","Species","","","false","http://swapi.co/api/species/9/","",,,,,
"38389",":Species","","180","unknown","","","mammal","","","","2014-12-18T11:26:20.103000Z","","sentient","","","2014-12-20T21:36:42.157000Z","","","black","","","","none","","","","Sullutese","","","","","","Sullustan","","","","","","","","","pale","","","Species","","","false","http://swapi.co/api/species/10/","",,,,,
"38390",":Species","","180","unknown","","","unknown","","","","2014-12-19T17:07:31.319000Z","","sentient","","","2014-12-20T21:36:42.160000Z","","","red, pink","","","","none","","","","Neimoidia","","","","","","Neimodian","","","","","","","","","grey, green","","","Species","","","false","http://swapi.co/api/species/11/","",,,,,
"38391",":Species","","190","unknown","","","amphibian","","","","2014-12-19T17:30:37.341000Z","","sentient","","","2014-12-20T21:36:42.163000Z","","","orange","","","","none","","","","Gungan basic","","","","","","Gungan","","","","","","","","","brown, green","","","Species","","","false","http://swapi.co/api/species/12/","",,,,,
"38392",":Species","","120","91","","","mammal","","","","2014-12-19T17:48:56.893000Z","","sentient","","","2014-12-20T21:36:42.165000Z","","","yellow","","","","none","","","","Toydarian","","","","","","Toydarian","","","","","","","","","blue, green, grey","","","Species","","","false","http://swapi.co/api/species/13/","",,,,,
"38393",":Species","","100","unknown","","","mammal","","","","2014-12-19T17:53:11.214000Z","","sentient","","","2014-12-20T21:36:42.167000Z","","","yellow, blue","","","","none","","","","Dugese","","","","","","Dug","","","","","","","","","brown, purple, grey, red","","","Species","","","false","http://swapi.co/api/species/14/","",,,,,
"38394",":Species","","200","unknown","","","mammals","","","","2014-12-20T09:48:02.406000Z","","sentient","","","2014-12-20T21:36:42.169000Z","","","blue, brown, orange, pink","","","","none","","","","Twi'leki","","","","","","Twi'lek","","","","","","","","","orange, yellow, blue, green, pink, purple, tan","","","Species","","","false","http://swapi.co/api/species/15/","",,,,,
"38395",":Species","","80","79","","","reptile","","","","2014-12-20T09:53:16.481000Z","","sentient","","","2014-12-20T21:36:42.171000Z","","","unknown","","","","none","","","","Aleena","","","","","","Aleena","","","","","","","","","blue, gray","","","Species","","","false","http://swapi.co/api/species/16/","",,,,,
"38396",":Species","","100","unknown","","","unknown","","","","2014-12-20T09:57:33.128000Z","","sentient","","","2014-12-20T21:36:42.173000Z","","","yellow","","","","none","","","","vulpterish","","","","","","Vulptereen","","","","","","","","","grey","","","Species","","","false","http://swapi.co/api/species/17/","",,,,,
"38397",":Species","","125","unknown","","","unknown","","","","2014-12-20T10:02:13.915000Z","","sentient","","","2014-12-20T21:36:42.175000Z","","","black","","","","none","","","","Xextese","","","","","","Xexto","","","","","","","","","grey, yellow, purple","","","Species","","","false","http://swapi.co/api/species/18/","",,,,,
"38398",":Species","","200","unknown","","","unknown","","","","2014-12-20T10:08:36.795000Z","","sentient","","","2014-12-20T21:36:42.177000Z","","","orange","","","","none","","","","Tundan","","","","","","Toong","","","","","","","","","grey, green, yellow","","","Species","","","false","http://swapi.co/api/species/19/","",,,,,
"38399",":Species","","200","unknown","","","mammal","","","","2014-12-20T10:15:33.765000Z","","sentient","","","2014-12-20T21:36:42.179000Z","","","hazel","","","","red, blond, black, white","","","","Cerean","","","","","","Cerean","","","","","","","","","pale pink","","","Species","","","false","http://swapi.co/api/species/20/","",,,,,
"38400",":Species","","180","70","","","amphibian","","","","2014-12-20T10:18:58.610000Z","","sentient","","","2014-12-20T21:36:42.181000Z","","","black","","","","none","","","","Nautila","","","","","","Nautolan","","","","","","","","","green, blue, brown, red","","","Species","","","false","http://swapi.co/api/species/21/","",,,,,
"38401",":Species","","180","unknown","","","mammal","","","","2014-12-20T10:26:59.894000Z","","sentient","","","2014-12-20T21:36:42.183000Z","","","brown, orange","","","","black","","","","Zabraki","","","","","","Zabrak","","","","","","","","","pale, brown, red, orange, yellow","","","Species","","","false","http://swapi.co/api/species/22/","",,,,,
"38402",":Species","","unknown","unknown","","","mammal","","","","2014-12-20T10:29:13.798000Z","","sentient","","","2014-12-20T21:36:42.186000Z","","","blue, indigo","","","","unknown","","","","unknown","","","","","","Tholothian","","","","","","","","","dark","","","Species","","","false","http://swapi.co/api/species/23/","",,,,,
"38403",":Species","","180","unknown","","","unknown","","","","2014-12-20T10:32:13.046000Z","","sentient","","","2014-12-20T21:36:42.188000Z","","","orange","","","","none","","","","Iktotchese","","","","","","Iktotchi","","","","","","","","","pink","","","Species","","","false","http://swapi.co/api/species/24/","",,,,,
"38404",":Species","","240","86","","","mammal","","","","2014-12-20T10:34:50.827000Z","","sentient","","","2014-12-20T21:36:42.189000Z","","","yellow","","","","none","","","","Quermian","","","","","","Quermian","","","","","","","","","white","","","Species","","","false","http://swapi.co/api/species/25/","",,,,,
"38405",":Species","","180","70","","","unknown","","","","2014-12-20T10:49:21.692000Z","","sentient","","","2014-12-20T21:36:42.191000Z","","","black, silver","","","","none","","","","Kel Dor","","","","","","Kel Dor","","","","","","","","","peach, orange, red","","","Species","","","false","http://swapi.co/api/species/26/","",,,,,
"38406",":Species","","190","unknown","","","amphibian","","","","2014-12-20T10:53:28.795000Z","","sentient","","","2014-12-20T21:36:42.193000Z","","","blue","","","","none","","","","Chagria","","","","","","Chagrian","","","","","","","","","blue","","","Species","","","false","http://swapi.co/api/species/27/","",,,,,
"38407",":Species","","178","unknown","","","insectoid","","","","2014-12-20T16:40:45.618000Z","","sentient","","","2014-12-20T21:36:42.195000Z","","","green, hazel","","","","none","","","","Geonosian","","","","","","Geonosian","","","","","","","","","green, brown","","","Species","","","false","http://swapi.co/api/species/28/","",,,,,
"38408",":Species","","180","unknown","","","mammal","","","","2014-12-20T16:46:48.290000Z","","sentient","","","2014-12-20T21:36:42.197000Z","","","blue, green, red, yellow, brown, orange","","","","black, brown","","","","Mirialan","","","","","","Mirialan","","","","","","","","","yellow, green","","","Species","","","false","http://swapi.co/api/species/29/","",,,,,
"38409",":Species","","180","70","","","reptilian","","","","2014-12-20T16:57:46.171000Z","","sentient","","","2014-12-20T21:36:42.199000Z","","","yellow","","","","none","","","","Clawdite","","","","","","Clawdite","","","","","","","","","green, yellow","","","Species","","","false","http://swapi.co/api/species/30/","",,,,,
"38410",":Species","","178","75","","","amphibian","","","","2014-12-20T17:28:28.821000Z","","sentient","","","2014-12-20T21:36:42.200000Z","","","yellow","","","","none","","","","besalisk","","","","","","Besalisk","","","","","","","","","brown","","","Species","","","false","http://swapi.co/api/species/31/","",,,,,
"38411",":Species","","220","80","","","amphibian","","","","2014-12-20T17:31:24.838000Z","","sentient","","","2014-12-20T21:36:42.202000Z","","","black","","","","none","","","","Kaminoan","","","","","","Kaminoan","","","","","","","","","grey, blue","","","Species","","","false","http://swapi.co/api/species/32/","",,,,,
"38412",":Species","","unknown","unknown","","","mammal","","","","2014-12-20T17:53:54.515000Z","","sentient","","","2014-12-20T21:36:42.204000Z","","","unknown","","","","none","","","","Skakoan","","","","","","Skakoan","","","","","","","","","grey, green","","","Species","","","false","http://swapi.co/api/species/33/","",,,,,
